Rome1;Rome2;Rome3;Intitule;OGR
A;14;14;Producteur / Productrice de plantes médicinales;18091
A;14;14;Producteur / Productrice de semences;18095
A;14;14;Producteur / Productrice de tabac;18097
A;14;14;Producteur / Productrice de tomates;18224
A;14;14;Responsable de champignonnière;18681
A;14;14;Rosiériste;19282
A;14;14;Second / Seconde d'exploitation horticole;19357
A;14;14;Semencier / Semencière;19411
A;14;14;Serriste;19414
A;14;14;Tabaculteur / Tabacultrice;19610
A;14;15;Équipage de la pêche; 
A;14;15;Bosco;11559
A;14;15;Goémonier / Goémonière;15379
A;14;15;Maître / Maîtresse d'équipage à la pêche;16310
A;14;15;Marin calier;16397
A;14;15;Marin fileyeur;16402
A;14;15;Marin glaceur;16403
A;14;15;Marin grande pêche;16404
A;14;15;Marin-pêcheur;16406
A;14;15;Marin-trancheur;16408
A;14;15;Pêcheur / Pêcheuse à pied;17600
A;14;15;Ramendeur / Ramendeuse;18284
A;14;15;Timonier / Timonière;20326
A;14;16;"Polyculture; élevage"; 
A;14;16;Agriculteur / Agricultrice;10801
A;14;16;Agriculteur / Agricultrice en polyculture;10803
A;14;16;Betteravier / Betteravière;11505
A;14;16;Céréalier / Céréalière;11726
A;14;16;Chef d'équipe d'exploitation agricole;12444
A;14;16;Chef d'équipe en polyculture élevage;12466
A;14;16;Chef d'exploitation agricole;12509
A;14;16;Chef de chantier de travaux agricoles;38880
A;14;16;Chef de culture céréalière;12113
A;14;16;Chef de production agricole;12215
A;14;16;Conducteur / Conductrice de travaux en entreprise de travaux agricoles;38881
A;14;16;Contremaître / Contremaîtresse agricole;13558
A;14;16;Contremaître / Contremaîtresse d'exploitation agricole;13571
A;14;16;Cultivateur / Cultivatrice de grandes cultures;13872
A;14;16;Cultivateur / Cultivatrice de plein champ;13873
A;14;16;Exploitant / Exploitante agricole;14968
A;14;16;Gérant / Gérante d'exploitation agricole;15302
A;14;16;Intendant / Intendante d'exploitation agricole;16036
A;14;16;Maïsiculteur / Maïsicultrice;16295
A;14;16;Ouvrier / Ouvrière agricole de grandes cultures;17387
A;14;16;Ouvrier / Ouvrière en polyculture élevage;17493
A;14;16;Ouvrier agricole polyvalent / Ouvrière agricole polyvalente;17399
A;14;16;Polyculteur éleveur / Polycultrice éleveuse;17875
A;14;16;Polyéleveur / Polyéleveuse;140959
A;14;16;Producteur / Productrice d'oléagineux;18101
A;14;16;Producteur / Productrice de cannes à sucre;18084
A;14;16;Producteur / Productrice de pommes de terre;18092
A;14;16;Producteur / Productrice de protéagineux;18093
A;14;16;Régisseur / Régisseuse d'exploitation agricole;18413
A;14;16;Régisseur / Régisseuse en agriculture;18421
A;14;16;Riziculteur / Rizicultrice;19266
A;14;16;Second / Seconde d'exploitation en polyculture élevage;19356
A;14;17;Saliculture; 
A;14;17;Paludier / Paludière;17552
A;14;17;Producteur / Productrice de sel;18094
A;14;17;Saliculteur / Salicultrice;19301
A;14;17;Salinier / Salinière;19302
A;14;17;Saunier / Saunière;19313
A;15; ;Soins aux animaux; 
A;15;01;Aide aux soins animaux; 
A;15;01;Aide-vétérinaire;10899
A;15;01;Auxiliaire de santé animale;11449
A;15;01;Auxiliaire de soins aux animaux;11450
A;15;01;Auxiliaire de soins vétérinaires;11451
A;15;01;Auxiliaire de vétérinaire;11452
A;15;01;Auxiliaire Spécialisé / Spécialisée Vétérinaire -ASV-;11463
A;15;01;Auxiliaire vétérinaire;11464
A;15;01;Auxiliaire Vétérinaire Qualifié / Qualifiée -AVQ-;11465
A;15;01;Garçon / Fille de cour d'entraînement de chevaux;38730
A;15;01;Garde d'animaux de compagnie - Pet sitter;38815
A;15;01;Groom chevaux;140928
A;15;01;Soigneur / Soigneuse d'équidés;19447
A;15;01;Soigneur / Soigneuse de chevaux;19442
A;15;01;Soigneur / Soigneuse de ménagerie;19445
A;15;01;Soigneur / Soigneuse en parc zoologique;19448
A;15;01;Soigneur / Soigneuse en pension animale;19449
A;15;01;Soigneur animalier / Soigneuse animalière;19441
A;15;02;Podologie animale; 
A;15;02;Maréchal-ferrant / Maréchale-ferrante;16390
A;15;02;Pareur / Pareuse d'onglon;17559
A;15;02;Pédicure pour bovin;17604
A;15;03;Toilettage des animaux; 
A;15;03;Assistant toiletteur / Assistante toiletteuse;11355
A;15;03;Baigneur-peigneur / Baigneuse-peigneuse d'animaux;11485
A;15;03;Toiletteur / Toiletteuse canin;20348
A;15;03;Toiletteur / Toiletteuse d'animaux;20349
A;15;03;Toiletteur / Toiletteuse pour chiens;20350
A;15;03;Tondeur / Tondeuse d'animaux;20363
A;15;04;Santé animale; 
A;15;04;Ostéopathe animalier / animalière;200200
A;15;04;Vétérinaire;20672
A;15;04;Vétérinaire assistant / assistante;20673
A;15;04;Vétérinaire biologiste;20674
A;15;04;Vétérinaire canin;20675
A;15;04;Vétérinaire équin;20678
A;15;04;Vétérinaire mixte;20679
A;15;04;Vétérinaire praticien / praticienne;20680
A;15;04;Vétérinaire rural / rurale;20681
A;15;04;Vétérinaire sanitaire;20682
A;15;04;Vétérinaire sapeur-pompier / sapeuse-pompière;20683
B; ; ;Arts et Façonnage d'ouvrages d'art; 
B;11; ;Arts plastiques; 
B;11;01;Création en arts plastiques; 
B;11;01;Aquarelliste;11101
B;11;01;Artiste conceptuel / conceptuelle;11154
B;11;01;Artiste peintre;11158
B;11;01;Artiste peintre à l'aérographe;11159
B;11;01;Artiste peintre décorateur / décoratrice;11160
B;11;01;Artiste plasticien / plasticienne;11161
B;11;01;Artiste sérigraphe;11162
B;11;01;Artiste sonore;11163
B;11;01;Calligraphe;11656
B;11;01;Caricaturiste;38440
B;11;01;Créateur / Créatrice en arts plastiques;13837
B;11;01;Dessinateur / Dessinatrice d'art;14017
B;11;01;Dessinateur-illustrateur / Dessinatrice-illustratrice;14092
B;11;01;Lithographe;16201
B;11;01;Pastelliste;17570
B;11;01;Peintre animalier / animalière;17611
B;11;01;Peintre cartonnier / cartonnière;17615
B;11;01;Peintre d'art;17616
B;11;01;Peintre en fresque;17623
B;11;01;Peintre en trompe-l'oeil;17627
B;11;01;Peintre lithographe;17635
B;11;01;Peintre mosaïste;17636
B;11;01;Peintre paysagiste;17637
B;11;01;Performeur / Performeuse;17661
B;11;01;Plasticien / Plasticienne;17823
B;11;01;Portraitiste;17900
B;11;01;Sculpteur / Sculptrice;19335
B;11;01;Sculpteur / Sculptrice ornemaniste;19338
B;11;01;Sculpteur / Sculptrice statuaire;19340
B;11;01;Sculpteur animalier / Sculptrice animalière;19336
B;11;01;Sculpteur-médailleur / Sculptrice-médailleuse;19344
B;11;01;Sculpteur-modeleur / Sculptrice-modeleuse;19345
B;11;01;Vidéaste;20686
B;12; ;Céramique; 
B;12;01;Réalisation d'objets décoratifs et utilitaires en céramique et matériaux de synthèse; 
B;12;01;Céramiste concepteur / conceptrice;11723
B;12;01;Céramiste d'art;11724
B;12;01;Céramiste praticien / praticienne;11725
B;12;01;Garnisseur / Garnisseuse en céramique;15238
B;12;01;Modeleur sculpteur / Modeleuse sculptrice en céramique;16700
B;12;01;Modeleur sculpteur / Modeleuse sculptrice en matériaux de synthèse;16701
B;12;01;Opérateur / Opératrice en restauration de céramique;17214
B;12;01;Potier / Potière;17953
B;12;01;Potier / Potière en réfractaire;17954
B;12;01;Restaurateur / Restauratrice de céramique;19217
B;12;01;Santonnier / Santonnière;19305
B;12;01;Tourneur / Tourneuse en poterie;20375
B;13; ;Décoration; 
B;13;01;Décoration d'espaces de vente et d'exposition; 
B;13;01;Agenceur / Agenceuse d'intérieur de magasin;10347
B;13;01;Décorateur / Décoratrice étalagiste;13906
B;13;01;Étalagiste;14896
B;13;01;Étalagiste décorateur / décoratrice;14897
B;13;01;Étalagiste en articles de luxe;14898
B;13;01;Étalagiste en bijouterie;14899
B;13;01;Étalagiste en chaussures;14900
B;13;01;Étalagiste en maroquinerie;14901
B;13;01;Étalagiste en parfumerie;14902
B;13;01;Étalagiste en prêt-à-porter;14903
B;13;01;Marchandiseur visuel / Marchandiseuse visuel;16631
B;13;01;Scénographe-muséographe;19322
B;13;01;Scénographe produits;19320
B;13;01;Visual merchandiser;20712
B;13;02;Décoration d'objets d'art et artisanaux; 
B;13;02;Argenteur / Argenteuse en orfèvrerie;11136
B;13;02;Argenteur / Argenteuse sur feuille;11138
B;13;02;Argenteur / Argenteuse sur verre ou cristal;11139
B;13;02;Décorateur / Décoratrice en verrerie;13904
B;13;02;Décorateur / Décoratrice sur verre;13910
B;13;02;Doreur / Doreuse d'art;14521
B;13;02;Doreur / Doreuse ornemaniste;14522
B;13;02;Doreur / Doreuse sur tranche;14524
B;13;02;Émailleur / Émailleuse d'art;14735
B;13;02;Émailleur / Émailleuse sur verre;14739
B;13;02;Fileur-étireur / Fileuse-étireuse à la main;15085
B;13;02;Finisseur / Finisseuse d'art;15087
B;13;02;Finisseur-décorateur / Finisseuse-décoratrice d'objets d'art et artisanaux;15091
B;13;02;Imprimeur / Imprimeuse papier peint à la planche;15523
B;13;02;Laqueur / Laqueuse sur bois;16160
B;13;02;Laqueur-décorateur / Laqueuse-décoratrice;16161
B;13;02;Laqueur-doreur / Laqueuse-doreuse;16162
B;13;02;Ouvrier / Ouvrière de décoration à la main;17428
B;13;02;Patineur / Patineuse sur bois à la main;17574
B;13;02;Peintre à la main sur verre;17609
B;13;02;Peintre-fileur-décorateur / Peintre-fileuse-décoratrice en céramique;17650
B;13;02;Peintre-fileur-incrustateur / Peintre-fileuse-incrustatrice à la main;17651
B;13;02;Peintre finisseur / finisseuse à la main;17631
B;13;02;Peintre sur céramique;17644
B;13;02;Peintre sur soie;17646
B;13;02;Ponceur-vernisseur / Ponceuse-vernisseuse à la main;17882
B;13;02;Restaurateur / Restauratrice de tableaux;19225
B;13;02;Restaurateur / Restauratrice sur verre;19235
B;13;02;Restaurateur-doreur / Restauratrice-doreuse sur oeuvres d'art;19236
B;13;02;Retoucheur / Retoucheuse bois;19239
B;13;02;Vernisseur / Vernisseuse au tampon;20658
B;13;03;Gravure - ciselure; 
B;13;03;Aquafortiste;11100
B;13;03;Ciseleur / Ciseleuse;12649
B;13;03;Étampeur / Étampeuse;14909
B;13;03;Graveur / Graveuse à l'acide;15400
B;13;03;Graveur / Graveuse à l'eau forte;15401
B;13;03;Graveur / Graveuse au sable;15402
B;13;03;Graveur / Graveuse d'art;15403
B;13;03;Graveur / Graveuse en miroiterie;15404
B;13;03;Graveur / Graveuse en orfèvrerie;15405
B;13;03;Graveur / Graveuse en taille douce;15406
B;13;03;Graveur / Graveuse héraldique;15409
B;13;03;Graveur / Graveuse ornementaliste;15410
B;13;03;Graveur / Graveuse sur bois;15411
B;13;03;Graveur / Graveuse sur cristal;15412
B;13;03;Graveur / Graveuse sur métal;15413
B;13;03;Graveur / Graveuse sur pierre;15414
B;13;03;Graveur / Graveuse sur verre;15416
B;13;03;Graveur-ciseleur / Graveuse-ciseleuse;15417
B;13;03;Graveur et fondeur / Graveuse et fondeuse de caractères;15407
B;13;03;Graveur-polisseur / Graveuse-polisseuse de roches;15418
B;13;03;Guillocheur / Guillocheuse;15456
B;13;03;Taille-doucier / Taille-doucière;19616
B;13;03;Tailleur / Tailleuse sur cristal;19627
B;13;03;Tailleur-graveur / Tailleuse-graveuse;19628
B;14; ;Fibres et papier; 
B;14;01;"Réalisation d'objets en lianes; fibres et brins végétaux"; 
B;14;01;Canneur / Canneuse de chaises;11663
B;14;01;Canneur rempailleur / Canneuse rempailleuse;11664
B;14;01;Rempailleur / Rempailleuse de chaises;18509
B;14;01;Rotinier / Rotinière;19287
B;14;01;Vannier / Vannière;20504
B;14;01;Vannier osiériculteur / Vannière osiéricultrice;20505
B;14;02;Reliure et restauration de livres et archives; 
B;14;02;Chef d'atelier en reliure artisanale;12061
B;14;02;Conservateur-restaurateur / Conservatrice-restauratrice de livres;13516
B;14;02;Relieur / Relieuse d'art;18499
B;14;02;Relieur / Relieuse main;18500
B;14;02;Relieur-doreur / Relieuse-doreuse;18501
B;14;02;Restaurateur / Restauratrice de livres anciens;19220
B;14;02;Restaurateur / Restauratrice de papier;19223
B;15; ;Instruments de musique; 
B;15;01;Fabrication et réparation d'instruments de musique; 
B;15;01;Accordeur / Accordeuse de pianos;10230
B;15;01;Accordeur-réparateur / Accordeuse-réparatrice de pianos;10231
B;15;01;Archetier / Archetière;11109
B;15;01;Clétier / Clétière;12669
B;15;01;Fabricant / Fabricante d'accordéons;15022
B;15;01;Fabricant / Fabricante d'anches;15023
B;15;01;Fabricant / Fabricante de percussions;15026
B;15;01;Facteur / Factrice d'instruments anciens;15053
B;15;01;Facteur / Factrice d'instruments à vent;15050
B;15;01;Facteur / Factrice d'instruments à vent-bois;15051
B;15;01;Facteur / Factrice d'instruments à vent-cuivre;15052
B;15;01;Facteur / Factrice d'instruments de musique;15054
B;15;01;Facteur / Factrice d'orgues;15055
B;15;01;Facteur / Factrice de clavecins;15045
B;15;01;Facteur / Factrice de harpes;15046
B;15;01;Facteur / Factrice de percussions;15047
B;15;01;Facteur / Factrice de pianos;15048
B;15;01;Facteur-réparateur / Factrice-réparatrice d'instruments de musique;15056
B;15;01;Facteur-restaurateur / Factrice-restauratrice d'instruments de musique;15057
B;15;01;Luthier / Luthière;16229
B;15;01;Luthier / Luthière du quatuor;16230
B;15;01;Luthier / Luthière guitare;16231
B;15;01;Luthier / Luthière vents;16232
B;15;01;Monteur / Monteuse en cordes de piano;16815
B;15;01;Restaurateur / Restauratrice d'instruments à cordes;19229
B;15;01;Restaurateur / Restauratrice d'instruments à percussion;19230
B;15;01;Restaurateur / Restauratrice d'instruments à vent;19231
B;15;01;Restaurateur / Restauratrice d'instruments de musique;19232
B;15;01;Restaurateur / Restauratrice de pianos;19224
B;16; ;"Métal; verre; bijouterie et horlogerie"; 
B;16;01;Métallerie d'art; 
B;16;01;Armurier / Armurière d'art;11141
B;16;01;Bronzier / Bronzière;11603
B;16;01;Bronzier / Bronzière d'art;11604
B;16;01;Chaudronnier / Chaudronnière d'art;11973
B;16;01;Coutelier / Coutelière d'art;13810
B;16;01;Coutelier-réparateur / Coutelière-réparatrice;13811
B;16;01;Dinandier / Dinandière;14173
B;16;01;Estampeur / Estampeuse d'art;14889
B;16;01;Étainier / Étainière;14895
B;16;01;Ferronnier / Ferronnière d'art;15075
B;16;01;Ferronnier / Ferronnière feuillagiste;15076
B;16;01;Fondeur / Fondeuse de bronze;15100
B;16;01;Fondeur / Fondeuse de cloches;15101
B;16;01;Forgeron / Forgeronne d'art;15120
B;16;01;Métallier / Métallière d'art;16633
B;16;01;Monteur / Monteuse en bronze;16807
B;16;01;Serrurier / Serrurière d'art;19415
B;16;02;Réalisation d'objets artistiques et fonctionnels en verre; 
B;16;02;Chef de place verrier / verrière;12209
B;16;02;Façonnier / Façonnière d'objets en verre;15041
B;16;02;Fileur / Fileuse de verre;15081
B;16;02;Flaconneur / Flaconneuse;15093
B;16;02;Fondeur / Fondeuse verre main;15106
B;16;02;Restaurateur / Restauratrice de vitraux;19228
B;16;02;Sculpteur / Sculptrice sur verre;19343
B;16;02;Souffleur / Souffleuse au moule;19480
B;16;02;Souffleur / Souffleuse de verre;19481
B;16;02;Souffleur / Souffleuse de verre à la canne;19482
B;16;02;Souffleur / Souffleuse de verre au chalumeau;19483
B;16;02;Souffleur / Souffleuse de verre-néoniste;19484
B;16;02;Thermoformeur / Thermoformeuse en verre;20324
B;16;02;Verrier / Verrière à la calotte;20661
B;16;02;Verrier / Verrière à la canne;20662
B;16;02;Verrier / Verrière à la flamme;20663
B;16;02;Verrier / Verrière à la main;20664
B;16;02;Verrier / Verrière à main levée;20665
B;16;02;Verrier / Verrière assortiments;20666
B;16;02;Verrier / Verrière d'art;20667
B;16;02;Verrier / Verrière moulure;20668
B;16;02;Verrier transformateur / Verrière transformatrice à froid;20669
B;16;02;Vitrailliste;20714
B;16;03;"Réalisation d'ouvrages en bijouterie; joaillerie et orfèvrerie"; 
B;16;03;Bijoutier / Bijoutière;11510
B;16;03;Bijoutier / Bijoutière fantaisie;11511
B;16;03;Bijoutier joaillier / Bijoutière joaillière;11512
B;16;03;Chaîniste;11728
B;16;03;Diamantaire;14165
B;16;03;Enfileur / Enfileuse de perles;14834
B;16;03;Gemmologue;15244
B;16;03;Gemmologue tailleur / tailleuse;15245
B;16;03;Glypticien / Glypticienne;15378
B;16;03;Graveur / Graveuse sur pierres fines;15415
B;16;03;Joaillier / Joaillière;16070
B;16;03;Joaillier / Joaillière modéliste;16071
B;16;03;Lapidaire diamant;16157
B;16;03;Lapidaire pierres fines et précieuses;16158
B;16;03;Médailleur / Médailleuse;16561
B;16;03;"Modéliste en bijouterie; orfèvrerie; joaillerie";16710
B;16;03;Modéliste-maquettiste en bijouterie;16716
B;16;03;Monteur / Monteuse en orfèvrerie;16834
B;16;03;Orfèvre;17359
B;16;03;Planeur / Planeuse à la main en orfèvrerie;17811
B;16;03;Restaurateur / Restauratrice en orfèvrerie;19234
B;16;03;Sertisseur / Sertisseuse;19420
B;16;03;"Sertisseur / Sertisseuse en bijouterie; joaillerie";19421
B;16;03;Tailleur / Tailleuse de diamant;19618
B;16;03;Tailleur / Tailleuse de pierres fines;19623
B;16;03;Tourneur-repousseur / Tourneuse-repousseuse en orfèvrerie;20390
B;16;04;Réparation - montage en systèmes horlogers; 
B;16;04;Emboîteur / Emboîteuse en horlogerie;14744
B;16;04;Horloger / Horlogère;15474
B;16;04;Horloger-réparateur / Horlogère-réparatrice;15475
B;16;04;Monteur / Monteuse en systèmes horlogers;16842
B;16;04;Opérateur / Opératrice d'assemblage en horlogerie;17061
B;16;04;Opérateur / Opératrice de posage emboîtage en horlogerie;17136
B;16;04;Pendulier / Pendulière;17652
B;16;04;Réparateur / Réparatrice en systèmes horlogers;18529
B;16;04;Réparateur rhabilleur / Réparatrice rhabilleuse en horlogerie;18531
B;16;04;Visiteur horloger / Visiteuse horlogère;20703
B;17; ;Taxidermie; 
B;17;01;Conservation et reconstitution d'espèces animales; 
B;17;01;Naturaliste-taxidermiste;16953
B;17;01;Ostéologue;17373
B;17;01;Poseur décorateur / Poseuse décoratrice en conservation animale;17944
B;17;01;Préparateur / Préparatrice en ostéologie-moulage;18026
B;17;01;Préparateur / Préparatrice gestionnaire de collection en taxidermie;18030
B;17;01;Restaurateur / Restauratrice de collections zoologiques;19218
B;17;01;Taxidermiste;19645
B;17;01;Taxidermiste restaurateur / restauratrice;19646
B;17;01;Technicien / Technicienne en ostéologie-moulage;20102
